VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
03/20/2021 11:00:00 AM,Talbot,149,12046,32,6976,6,753,155,12799,38,7729
03/21/2021 11:00:00 AM,Talbot,133,12179,34,7010,17,770,150,12949,51,7780
03/22/2021 11:00:00 AM,Talbot,187,12366,65,7075,22,792,209,13158,87,7867
03/23/2021 11:00:00 AM,Talbot,255,12621,65,7140,30,822,285,13443,95,7962
03/24/2021 11:00:00 AM,Talbot,329,12950,118,7258,14,836,343,13786,132,8094
03/25/2021 11:00:00 AM,Talbot,253,13203,110,7368,7,843,260,14046,117,8211
03/26/2021 11:00:00 AM,Talbot,477,13680,416,7784,29,872,506,14552,445,8656
03/27/2021 11:00:00 AM,Talbot,69,13749,79,7863,18,890,87,14639,97,8753
03/28/2021 11:00:00 AM,Talbot,77,13826,83,7946,1,891,78,14717,84,8837
03/29/2021 11:00:00 AM,Talbot,159,13985,143,8089,35,926,194,14911,178,9015
03/30/2021 11:00:00 AM,Talbot,169,14154,188,8277,30,956,199,15110,218,9233
03/31/2021 11:00:00 AM,Talbot,195,14349,374,8651,123,1079,318,15428,497,9730
04/01/2021 11:00:00 AM,Talbot,121,14470,317,8968,97,1176,218,15646,414,10144
04/02/2021 11:00:00 AM,Talbot,334,14804,325,9293,53,1229,387,16033,378,10522
04/03/2021 11:00:00 AM,Talbot,162,14966,71,9364,46,1275,208,16241,117,10639
04/04/2021 11:00:00 AM,Talbot,20,14986,75,9439,2,1277,22,16263,77,10716
04/05/2021 11:00:00 AM,Talbot,62,15048,130,9569,85,1362,147,16410,215,10931
04/06/2021 11:00:00 AM,Talbot,131,15179,183,9752,57,1419,188,16598,240,11171
04/07/2021 11:00:00 AM,Talbot,94,15273,229,9981,114,1533,208,16806,343,11514
04/08/2021 11:00:00 AM,Talbot,86,15359,262,10243,170,1703,256,17062,432,11946
04/09/2021 11:00:00 AM,Talbot,120,15479,366,10609,310,2013,430,17492,676,12622
04/10/2021 11:00:00 AM,Talbot,188,15667,110,10719,58,2071,246,17738,168,12790
04/11/2021 11:00:00 AM,Talbot,46,15713,81,10800,23,2094,69,17807,104,12894
04/12/2021 11:00:00 AM,Talbot,46,15759,157,10957,68,2162,114,17921,225,13119
04/13/2021 11:00:00 AM,Talbot,114,15873,248,11205,1,2163,115,18036,249,13368
04/14/2021 11:00:00 AM,Talbot,183,16056,118,11323,,2163,,18219,,13486
04/15/2021 11:00:00 AM,Talbot,167,16223,230,11553,7,2170,174,18393,237,13723
04/16/2021 11:00:00 AM,Talbot,378,16601,497,12050,,2170,,18771,,14220
04/17/2021 11:00:00 AM,Talbot,40,16641,53,12103,,2170,,18811,,14273
04/18/2021 11:00:00 AM,Talbot,22,16663,79,12182,,2170,,18833,,14352
04/19/2021 11:00:00 AM,Talbot,69,16732,172,12354,,2170,,18902,,14524
04/20/2021 11:00:00 AM,Talbot,118,16850,298,12652,,2170,,19020,,14822
04/21/2021 11:00:00 AM,Talbot,184,17034,348,13000,,2170,,19204,,15170
04/22/2021 11:00:00 AM,Talbot,180,17214,271,13271,,2170,,19384,,15441
04/23/2021 11:00:00 AM,Talbot,217,17431,401,13672,,2170,,19601,,15842
04/24/2021 11:00:00 AM,Talbot,81,17512,172,13844,,2170,,19682,,16014
04/25/2021 11:00:00 AM,Talbot,54,17566,16,13860,,2170,,19736,,16030
04/26/2021 11:00:00 AM,Talbot,39,17605,117,13977,9,2179,48,19784,126,16156
04/27/2021 11:00:00 AM,Talbot,69,17674,152,14129,11,2190,80,19864,163,16319
04/28/2021 11:00:00 AM,Talbot,98,17772,156,14285,15,2205,113,19977,171,16490
04/29/2021 11:00:00 AM,Talbot,42,17814,124,14409,31,2236,73,20050,155,16645
04/30/2021 11:00:00 AM,Talbot,68,17882,248,14657,37,2273,105,20155,285,16930
05/01/2021 11:00:00 AM,Talbot,88,17970,79,14736,2,2275,90,20245,81,17011
05/02/2021 11:00:00 AM,Talbot,11,17981,29,14765,,2275,,20256,,17040
05/03/2021 11:00:00 AM,Talbot,23,18004,44,14809,1,2276,24,20280,45,17085
05/04/2021 11:00:00 AM,Talbot,43,18047,117,14926,19,2295,62,20342,136,17221
05/05/2021 11:00:00 AM,Talbot,63,18110,154,15080,6,2301,69,20411,160,17381
05/06/2021 11:00:00 AM,Talbot,70,18180,128,15208,12,2313,82,20493,140,17521
05/07/2021 11:00:00 AM,Talbot,39,18219,93,15301,5,2318,44,20537,98,17619
05/08/2021 11:00:00 AM,Talbot,23,18242,134,15435,9,2327,32,20569,143,17762
05/09/2021 11:00:00 AM,Talbot,4,18246,20,15455,1,2328,5,20574,21,17783
05/10/2021 11:00:00 AM,Talbot,37,18283,69,15524,1,2329,38,20612,70,17853
05/11/2021 11:00:00 AM,Talbot,43,18326,83,15607,18,2347,61,20673,101,17954
05/12/2021 11:00:00 AM,Talbot,44,18370,106,15713,31,2378,75,20748,137,18091
05/13/2021 11:00:00 AM,Talbot,52,18422,103,15816,26,2404,78,20826,129,18220
05/14/2021 11:00:00 AM,Talbot,108,18530,338,16154,37,2441,145,20971,375,18595
05/15/2021 11:00:00 AM,Talbot,44,18574,44,16198,6,2447,50,21021,50,18645
05/16/2021 11:00:00 AM,Talbot,25,18599,21,16219,31,2478,56,21077,52,18697
05/17/2021 11:00:00 AM,Talbot,59,18658,39,16258,17,2495,76,21153,56,18753
05/18/2021 11:00:00 AM,Talbot,98,18756,149,16407,4,2499,102,21255,153,18906
05/19/2021 11:00:00 AM,Talbot,128,18884,150,16557,15,2514,143,21398,165,19071
05/20/2021 11:00:00 AM,Talbot,83,18967,122,16679,5,2519,88,21486,127,19198
05/21/2021 11:00:00 AM,Talbot,129,19096,202,16881,5,2524,134,21620,207,19405
05/22/2021 11:00:00 AM,Talbot,57,19153,73,16954,12,2536,69,21689,85,19490
05/23/2021 11:00:00 AM,Talbot,29,19182,47,17001,,2536,,21718,,19537
05/24/2021 11:00:00 AM,Talbot,55,19237,23,17024,6,2542,61,21779,29,19566
05/25/2021 11:00:00 AM,Talbot,38,19275,54,17078,3,2545,41,21820,57,19623
05/26/2021 11:00:00 AM,Talbot,74,19349,98,17176,6,2551,80,21900,104,19727
05/27/2021 11:00:00 AM,Talbot,40,19389,36,17212,1,2552,41,21941,37,19764
05/28/2021 11:00:00 AM,Talbot,39,19428,60,17272,10,2562,49,21990,70,19834
05/29/2021 11:00:00 AM,Talbot,23,19451,20,17292,6,2568,29,22019,26,19860
05/30/2021 11:00:00 AM,Talbot,12,19463,7,17299,1,2569,13,22032,8,19868
05/31/2021 11:00:00 AM,Talbot,4,19467,10,17309,,2569,,22036,,19878
06/01/2021 11:00:00 AM,Talbot,37,19504,102,17411,29,2598,66,22102,131,20009
06/02/2021 11:00:00 AM,Talbot,27,19531,42,17453,6,2604,33,22135,48,20057
06/03/2021 11:00:00 AM,Talbot,43,19574,92,17545,5,2609,48,22183,97,20154
06/04/2021 11:00:00 AM,Talbot,48,19622,78,17623,20,2629,68,22251,98,20252
06/05/2021 11:00:00 AM,Talbot,11,19633,41,17664,3,2632,14,22265,44,20296
06/06/2021 11:00:00 AM,Talbot,5,19638,24,17688,2,2634,7,22272,26,20322
06/07/2021 11:00:00 AM,Talbot,20,19658,33,17721,1,2635,21,22293,34,20356
06/08/2021 11:00:00 AM,Talbot,21,19679,119,17840,3,2638,24,22317,122,20478
06/09/2021 11:00:00 AM,Talbot,25,19704,66,17906,2,2640,27,22344,68,20546
06/10/2021 11:00:00 AM,Talbot,17,19721,79,17985,3,2643,20,22364,82,20628
06/11/2021 11:00:00 AM,Talbot,23,19744,113,18098,10,2653,33,22397,123,20751
06/12/2021 11:00:00 AM,Talbot,15,19759,28,18126,10,2663,25,22422,38,20789
06/13/2021 11:00:00 AM,Talbot,10,19769,20,18146,,2663,,22432,,20809
06/14/2021 11:00:00 AM,Talbot,19,19788,69,18215,7,2670,26,22458,76,20885
06/15/2021 11:00:00 AM,Talbot,39,19827,86,18301,5,2675,44,22502,91,20976
06/16/2021 11:00:00 AM,Talbot,24,19851,85,18386,7,2682,31,22533,92,21068
06/17/2021 11:00:00 AM,Talbot,12,19863,34,18420,1,2683,13,22546,35,21103
06/18/2021 11:00:00 AM,Talbot,35,19898,53,18473,4,2687,39,22585,57,21160
06/19/2021 11:00:00 AM,Talbot,15,19913,28,18501,2,2689,17,22602,30,21190
06/20/2021 11:00:00 AM,Talbot,8,19921,14,18515,2,2691,10,22612,16,21206
06/21/2021 11:00:00 AM,Talbot,18,19939,27,18542,9,2700,27,22639,36,21242
06/22/2021 11:00:00 AM,Talbot,12,19951,36,18578,1,2701,13,22652,37,21279
06/23/2021 11:00:00 AM,Talbot,17,19968,32,18610,5,2706,22,22674,37,21316
06/24/2021 11:00:00 AM,Talbot,29,19997,63,18673,3,2709,32,22706,66,21382
06/25/2021 11:00:00 AM,Talbot,21,20018,28,18701,11,2720,32,22738,39,21421
06/26/2021 11:00:00 AM,Talbot,19,20037,13,18714,,2720,,22757,,21434
06/27/2021 11:00:00 AM,Talbot,11,20048,8,18722,,2720,,22768,,21442
06/28/2021 11:00:00 AM,Talbot,23,20071,17,18739,4,2724,27,22795,21,21463
06/29/2021 11:00:00 AM,Talbot,10,20081,15,18754,3,2727,13,22808,18,21481
06/30/2021 11:00:00 AM,Talbot,28,20109,23,18777,3,2730,31,22839,26,21507
07/01/2021 11:00:00 AM,Talbot,18,20127,12,18789,,2730,,22857,,21519
07/02/2021 11:00:00 AM,Talbot,13,20140,19,18808,5,2735,18,22875,24,21543
07/03/2021 11:00:00 AM,Talbot,11,20151,7,18815,,2735,,22886,,21550
07/04/2021 11:00:00 AM,Talbot,,20151,1,18816,,2735,,22886,,21551
07/05/2021 11:00:00 AM,Talbot,11,20162,17,18833,,2735,,22897,,21568
07/06/2021 11:00:00 AM,Talbot,12,20174,29,18862,1,2736,13,22910,30,21598
07/07/2021 11:00:00 AM,Talbot,15,20189,30,18892,3,2739,18,22928,33,21631
07/08/2021 11:00:00 AM,Talbot,14,20203,13,18905,,2739,,22942,,21644
07/09/2021 11:00:00 AM,Talbot,25,20228,38,18943,5,2744,30,22972,43,21687
07/10/2021 11:00:00 AM,Talbot,7,20235,9,18952,4,2748,11,22983,13,21700
07/11/2021 11:00:00 AM,Talbot,12,20247,11,18963,1,2749,13,22996,12,21712
07/12/2021 11:00:00 AM,Talbot,22,20269,22,18985,2,2751,24,23020,24,21736
07/13/2021 11:00:00 AM,Talbot,18,20287,16,19001,5,2756,23,23043,21,21757
07/14/2021 11:00:00 AM,Talbot,28,20315,28,19029,,2756,,23071,,21785
07/15/2021 11:00:00 AM,Talbot,29,20344,19,19048,,2756,,23100,,21804
07/16/2021 11:00:00 AM,Talbot,37,20381,24,19072,2,2758,39,23139,26,21830
07/17/2021 11:00:00 AM,Talbot,10,20391,15,19087,1,2759,11,23150,16,21846
07/18/2021 11:00:00 AM,Talbot,11,20402,6,19093,,2759,,23161,,21852
07/19/2021 11:00:00 AM,Talbot,22,20424,13,19106,4,2763,26,23187,17,21869
07/20/2021 11:00:00 AM,Talbot,17,20441,20,19126,2,2765,19,23206,22,21891
07/21/2021 11:00:00 AM,Talbot,36,20477,38,19164,5,2770,41,23247,43,21934
07/22/2021 11:00:00 AM,Talbot,27,20504,12,19176,3,2773,30,23277,15,21949
07/23/2021 11:00:00 AM,Talbot,42,20546,19,19195,11,2784,53,23330,30,21979
07/24/2021 11:00:00 AM,Talbot,14,20560,13,19208,,2784,,23344,,21992
07/25/2021 11:00:00 AM,Talbot,20,20580,6,19214,,2784,,23364,,21998
07/26/2021 11:00:00 AM,Talbot,34,20614,8,19222,,2784,,23398,,22006
07/27/2021 11:00:00 AM,Talbot,34,20648,14,19236,1,2785,35,23433,15,22021
07/28/2021 11:00:00 AM,Talbot,51,20699,16,19252,11,2796,62,23495,27,22048
07/29/2021 11:00:00 AM,Talbot,38,20737,20,19272,3,2799,41,23536,23,22071
07/30/2021 11:00:00 AM,Talbot,62,20799,20,19292,15,2814,77,23613,35,22106
07/31/2021 11:00:00 AM,Talbot,12,20811,8,19300,,2814,,23625,,22114
08/01/2021 11:00:00 AM,Talbot,10,20821,10,19310,,2814,,23635,,22124
08/02/2021 11:00:00 AM,Talbot,32,20853,13,19323,1,2815,33,23668,14,22138
08/03/2021 11:00:00 AM,Talbot,34,20887,20,19343,2,2817,36,23704,22,22160
08/04/2021 11:00:00 AM,Talbot,67,20954,25,19368,11,2828,78,23782,36,22196
08/05/2021 11:00:00 AM,Talbot,45,20999,30,19398,3,2831,48,23830,33,22229
08/06/2021 11:00:00 AM,Talbot,61,21060,32,19430,7,2838,68,23898,39,22268
08/07/2021 11:00:00 AM,Talbot,16,21076,11,19441,,2838,,23914,,22279
08/08/2021 11:00:00 AM,Talbot,14,21090,17,19458,,2838,,23928,,22296
08/09/2021 11:00:00 AM,Talbot,36,21126,21,19479,4,2842,40,23968,25,22321
08/10/2021 11:00:00 AM,Talbot,31,21157,9,19488,1,2843,32,24000,10,22331
08/11/2021 11:00:00 AM,Talbot,71,21228,33,19521,8,2851,79,24079,41,22372
08/12/2021 11:00:00 AM,Talbot,42,21270,22,19543,6,2857,48,24127,28,22400
08/13/2021 11:00:00 AM,Talbot,71,21341,36,19579,,2857,,24198,,22436
08/14/2021 11:00:00 AM,Talbot,27,21368,9,19588,,2857,,24225,,22445
08/15/2021 11:00:00 AM,Talbot,20,21388,13,19601,,2857,,24245,,22458
08/16/2021 11:00:00 AM,Talbot,32,21420,27,19628,3,2860,35,24280,30,22488
08/17/2021 11:00:00 AM,Talbot,33,21453,27,19655,1,2861,34,24314,28,22516
08/18/2021 11:00:00 AM,Talbot,54,21507,45,19700,8,2869,62,24376,53,22569
05/15/2021 11:00:00 AM,Kent,24,10260,11,8841,5,752,29,11012,16,9593
05/16/2021 11:00:00 AM,Kent,12,10272,5,8846,2,754,14,11026,7,9600
05/17/2021 11:00:00 AM,Kent,30,10302,21,8867,26,780,56,11082,47,9647
05/18/2021 11:00:00 AM,Kent,51,10353,78,8945,6,786,57,11139,84,9731
05/19/2021 11:00:00 AM,Kent,62,10415,54,8999,5,791,67,11206,59,9790
05/20/2021 11:00:00 AM,Kent,51,10466,221,9220,1,792,52,11258,222,10012
05/21/2021 11:00:00 AM,Kent,32,10498,26,9246,1,793,33,11291,27,10039
05/22/2021 11:00:00 AM,Kent,24,10522,29,9275,,793,,11315,,10068
05/23/2021 11:00:00 AM,Kent,5,10527,6,9281,,793,,11320,,10074
05/24/2021 11:00:00 AM,Kent,20,10547,17,9298,15,808,35,11355,32,10106
05/25/2021 11:00:00 AM,Kent,75,10622,66,9364,5,813,80,11435,71,10177
05/26/2021 11:00:00 AM,Kent,21,10643,48,9412,5,818,26,11461,53,10230
05/27/2021 11:00:00 AM,Kent,24,10667,101,9513,9,827,33,11494,110,10340
05/28/2021 11:00:00 AM,Kent,14,10681,57,9570,2,829,16,11510,59,10399
05/29/2021 11:00:00 AM,Kent,8,10689,7,9577,,829,,11518,,10406
05/30/2021 11:00:00 AM,Kent,4,10693,4,9581,,829,,11522,,10410
05/31/2021 11:00:00 AM,Kent,,10693,1,9582,,829,,11522,,10411
06/01/2021 11:00:00 AM,Kent,54,10747,20,9602,4,833,58,11580,24,10435
06/02/2021 11:00:00 AM,Kent,24,10771,47,9649,2,835,26,11606,49,10484
06/03/2021 11:00:00 AM,Kent,16,10787,43,9692,1,836,17,11623,44,10528
06/04/2021 11:00:00 AM,Kent,6,10793,16,9708,19,855,25,11648,35,10563
06/05/2021 11:00:00 AM,Kent,4,10797,15,9723,,855,,11652,,10578
06/06/2021 11:00:00 AM,Kent,,10797,12,9735,,855,,11652,,10590
06/07/2021 11:00:00 AM,Kent,14,10811,22,9757,3,858,17,11669,25,10615
06/08/2021 11:00:00 AM,Kent,14,10825,23,9780,19,877,33,11702,42,10657
06/09/2021 11:00:00 AM,Kent,37,10862,34,9814,2,879,39,11741,36,10693
06/10/2021 11:00:00 AM,Kent,22,10884,49,9863,4,883,26,11767,53,10746
06/11/2021 11:00:00 AM,Kent,15,10899,19,9882,4,887,19,11786,23,10769
08/19/2021 11:00:00 AM,Talbot,41,21548,24,19724,14,2883,55,24431,38,22607
08/20/2021 11:00:00 AM,Talbot,51,21599,40,19764,4,2887,55,24486,44,22651
08/21/2021 11:00:00 AM,Talbot,8,21607,12,19776,4,2891,12,24498,16,22667
08/22/2021 11:00:00 AM,Talbot,13,21620,13,19789,1,2892,14,24512,14,22681
08/23/2021 11:00:00 AM,Talbot,28,21648,19,19808,6,2898,34,24546,25,22706
08/24/2021 11:00:00 AM,Talbot,15,21663,27,19835,3,2901,18,24564,30,22736
08/25/2021 11:00:00 AM,Talbot,30,21693,53,19888,7,2908,37,24601,60,22796
08/26/2021 11:00:00 AM,Talbot,42,21735,44,19932,4,2912,46,24647,48,22844
08/27/2021 11:00:00 AM,Talbot,43,21778,81,20013,,2912,,24690,,22925
08/28/2021 11:00:00 AM,Talbot,13,21791,19,20032,1,2913,14,24704,20,22945
08/29/2021 11:00:00 AM,Talbot,8,21799,12,20044,,2913,,24712,,22957
08/30/2021 11:00:00 AM,Talbot,20,21819,29,20073,1,2914,21,24733,30,22987
08/31/2021 11:00:00 AM,Talbot,35,21854,19,20092,1,2915,36,24769,20,23007
09/01/2021 11:00:00 AM,Talbot,23,21877,44,20136,3,2918,26,24795,47,23054
09/02/2021 11:00:00 AM,Talbot,20,21897,34,20170,2,2920,22,24817,36,23090
09/03/2021 11:00:00 AM,Talbot,25,21922,64,20234,8,2928,33,24850,72,23162
09/04/2021 11:00:00 AM,Talbot,14,21936,20,20254,,2928,,24864,,23182
09/05/2021 11:00:00 AM,Talbot,9,21945,24,20278,,2928,,24873,,23206
09/06/2021 11:00:00 AM,Talbot,14,21959,9,20287,,2928,,24887,,23215
09/07/2021 11:00:00 AM,Talbot,22,21981,28,20315,,2928,,24909,,23243
09/08/2021 11:00:00 AM,Talbot,22,22003,44,20359,7,2935,29,24938,51,23294
09/09/2021 11:00:00 AM,Talbot,32,22035,25,20384,3,2938,35,24973,28,23322
09/10/2021 11:00:00 AM,Talbot,33,22068,56,20440,3,2941,36,25009,59,23381
09/11/2021 11:00:00 AM,Talbot,17,22085,21,20461,,2941,,25026,,23402
09/12/2021 11:00:00 AM,Talbot,6,22091,13,20474,,2941,,25032,,23415
09/13/2021 11:00:00 AM,Talbot,21,22112,22,20496,1,2942,22,25054,23,23438
09/14/2021 11:00:00 AM,Talbot,9,22121,23,20519,5,2947,14,25068,28,23466
09/15/2021 11:00:00 AM,Talbot,29,22150,42,20561,4,2951,33,25101,46,23512
09/16/2021 11:00:00 AM,Talbot,7,22157,30,20591,,2951,,25108,,23542
09/17/2021 11:00:00 AM,Talbot,37,22194,40,20631,4,2955,41,25149,44,23586
09/18/2021 11:00:00 AM,Talbot,10,22204,14,20645,,2955,,25159,,23600
09/19/2021 11:00:00 AM,Talbot,11,22215,13,20658,,2955,,25170,,23613
09/20/2021 11:00:00 AM,Talbot,11,22226,21,20679,2,2957,13,25183,23,23636
09/21/2021 11:00:00 AM,Talbot,15,22241,26,20705,,2957,,25198,,23662
09/22/2021 11:00:00 AM,Talbot,15,22256,33,20738,3,2960,18,25216,36,23698
09/23/2021 11:00:00 AM,Talbot,17,22273,19,20757,1,2961,18,25234,20,23718
09/24/2021 11:00:00 AM,Talbot,23,22296,35,20792,2,2963,25,25259,37,23755
09/25/2021 11:00:00 AM,Talbot,17,22313,8,20800,,2963,,25276,,23763
09/26/2021 11:00:00 AM,Talbot,6,22319,4,20804,,2963,,25282,,23767
09/27/2021 11:00:00 AM,Talbot,21,22340,6,20810,,2963,,25303,,23773
09/28/2021 11:00:00 AM,Talbot,14,22354,17,20827,,2963,,25317,,23790
09/29/2021 11:00:00 AM,Talbot,20,22374,25,20852,3,2966,23,25340,28,23818
09/30/2021 11:00:00 AM,Talbot,27,22401,23,20875,1,2967,28,25368,24,23842
10/01/2021 11:00:00 AM,Talbot,21,22422,32,20907,4,2971,25,25393,36,23878
10/02/2021 11:00:00 AM,Talbot,9,22431,16,20923,,2971,,25402,,23894
10/03/2021 11:00:00 AM,Talbot,8,22439,4,20927,,2971,,25410,,23898
10/04/2021 11:00:00 AM,Talbot,21,22460,10,20937,1,2972,22,25432,11,23909
10/05/2021 11:00:00 AM,Talbot,27,22487,10,20947,4,2976,31,25463,14,23923
10/06/2021 11:00:00 AM,Talbot,21,22508,19,20966,10,2986,31,25494,29,23952
10/07/2021 11:00:00 AM,Talbot,10,22518,8,20974,2,2988,12,25506,10,23962
10/08/2021 11:00:00 AM,Talbot,19,22537,33,21007,1,2989,20,25526,34,23996
10/09/2021 11:00:00 AM,Talbot,8,22545,6,21013,,2989,,25534,,24002
10/10/2021 11:00:00 AM,Talbot,6,22551,10,21023,,2989,,25540,,24012
10/11/2021 11:00:00 AM,Talbot,1,22552,15,21038,5,2994,6,25546,20,24032
10/12/2021 11:00:00 AM,Talbot,8,22560,13,21051,,2994,,25554,,24045
10/13/2021 11:00:00 AM,Talbot,12,22572,11,21062,3,2997,15,25569,14,24059
10/14/2021 11:00:00 AM,Talbot,12,22584,13,21075,3,3000,15,25584,16,24075
10/15/2021 11:00:00 AM,Talbot,16,22600,24,21099,7,3007,23,25607,31,24106
10/16/2021 11:00:00 AM,Talbot,5,22605,11,21110,,3007,,25612,,24117
10/17/2021 11:00:00 AM,Talbot,4,22609,2,21112,,3007,,25616,,24119
10/18/2021 11:00:00 AM,Talbot,16,22625,16,21128,1,3008,17,25633,17,24136
10/19/2021 11:00:00 AM,Talbot,13,22638,20,21148,,3008,,25646,,24156
10/20/2021 11:00:00 AM,Talbot,9,22647,13,21161,1,3009,10,25656,14,24170
10/21/2021 11:00:00 AM,Talbot,12,22659,9,21170,1,3010,13,25669,10,24180
10/22/2021 11:00:00 AM,Talbot,25,22684,22,21192,1,3011,26,25695,23,24203
10/23/2021 11:00:00 AM,Talbot,11,22695,6,21198,,3011,,25706,,24209
10/24/2021 11:00:00 AM,Talbot,6,22701,7,21205,,3011,,25712,,24216
10/25/2021 11:00:00 AM,Talbot,40,22741,17,21222,3,3014,43,25755,20,24236
10/26/2021 11:00:00 AM,Talbot,31,22772,29,21251,1,3015,32,25787,30,24266
10/27/2021 11:00:00 AM,Talbot,43,22815,20,21271,2,3017,45,25832,22,24288
10/28/2021 11:00:00 AM,Talbot,42,22857,15,21286,3,3020,45,25877,18,24306
10/29/2021 11:00:00 AM,Talbot,37,22894,16,21302,4,3024,41,25918,20,24326
10/30/2021 11:00:00 AM,Talbot,5,22899,9,21311,,3024,,25923,,24335
10/31/2021 11:00:00 AM,Talbot,7,22906,5,21316,,3024,,25930,,24340
11/01/2021 11:00:00 AM,Talbot,31,22937,4,21320,4,3028,35,25965,8,24348
11/02/2021 11:00:00 AM,Talbot,34,22971,15,21335,1,3029,35,26000,16,24364
11/03/2021 11:00:00 AM,Talbot,22,22993,8,21343,2,3031,24,26024,10,24374
11/04/2021 11:00:00 AM,Talbot,75,23068,13,21356,2,3033,77,26101,15,24389
11/05/2021 11:00:00 AM,Talbot,67,23135,16,21372,2,3035,69,26170,18,24407
11/06/2021 11:00:00 AM,Talbot,16,23151,6,21378,,3035,,26186,,24413
11/07/2021 10:00:00 AM,Talbot,13,23164,3,21381,,3035,,26199,,24416
11/08/2021 10:00:00 AM,Talbot,33,23197,12,21393,1,3036,34,26233,13,24429
11/09/2021 10:00:00 AM,Talbot,34,23231,5,21398,1,3037,35,26268,6,24435
11/10/2021 10:00:00 AM,Talbot,70,23301,12,21410,1,3038,71,26339,13,24448
11/11/2021 10:00:00 AM,Talbot,51,23352,8,21418,1,3039,52,26391,9,24457
11/12/2021 10:00:00 AM,Talbot,43,23395,11,21429,2,3041,45,26436,13,24470
11/13/2021 10:00:00 AM,Talbot,12,23407,1,21430,,3041,,26448,,24471
11/14/2021 10:00:00 AM,Talbot,8,23415,2,21432,,3041,,26456,,24473
11/15/2021 10:00:00 AM,Talbot,35,23450,10,21442,,3041,,26491,,24483
11/16/2021 10:00:00 AM,Talbot,37,23487,10,21452,3,3044,40,26531,13,24496
11/17/2021 10:00:00 AM,Talbot,20,23507,16,21468,1,3045,21,26552,17,24513
11/18/2021 10:00:00 AM,Talbot,83,23590,10,21478,4,3049,87,26639,14,24527
11/19/2021 10:00:00 AM,Talbot,80,23670,19,21497,,3049,,26719,,24546
11/20/2021 10:00:00 AM,Talbot,13,23683,,21497,,3049,,26732,,24546
11/21/2021 10:00:00 AM,Talbot,10,23693,1,21498,,3049,,26742,,24547
11/22/2021 10:00:00 AM,Talbot,37,23730,5,21503,,3049,,26779,,24552
11/23/2021 10:00:00 AM,Talbot,46,23776,20,21523,,3049,,26825,,24572
11/24/2021 10:00:00 AM,Talbot,38,23814,9,21532,1,3050,39,26864,10,24582
11/26/2021 10:00:00 AM,Talbot,5,23819,13,21545,2,3052,7,26871,15,24597
11/27/2021 10:00:00 AM,Talbot,10,23829,6,21551,,3052,,26881,,24603
11/28/2021 10:00:00 AM,Talbot,8,23837,9,21560,,3052,,26889,,24612
11/29/2021 10:00:00 AM,Talbot,21,23858,62,21622,,3052,,26910,,24674
11/30/2021 10:00:00 AM,Talbot,28,23886,57,21679,5,3057,33,26943,62,24736
12/01/2021 10:00:00 AM,Talbot,26,23912,56,21735,1,3058,27,26970,57,24793
12/02/2021 10:00:00 AM,Talbot,49,23961,46,21781,3,3061,52,27022,49,24842
12/03/2021 10:00:00 AM,Talbot,40,24001,33,21814,4,3065,44,27066,37,24879
12/04/2021 10:00:00 AM,Talbot,9,24010,11,21825,1,3066,10,27076,12,24891
12/05/2021 10:00:00 AM,Talbot,7,24017,6,21831,,3066,,27083,,24897
12/06/2021 10:00:00 AM,Talbot,20,24037,30,21861,2,3068,22,27105,32,24929
12/07/2021 10:00:00 AM,Talbot,47,24084,21,21882,1,3069,48,27153,22,24951
12/08/2021 10:00:00 AM,Talbot,19,24103,24,21906,1,3070,20,27173,25,24976
12/09/2021 10:00:00 AM,Talbot,20,24123,74,21980,,3070,,27193,,25050
12/10/2021 10:00:00 AM,Talbot,59,24182,52,22032,1,3071,60,27253,53,25103
12/11/2021 10:00:00 AM,Talbot,2,24184,10,22042,1,3072,3,27256,11,25114
12/12/2021 10:00:00 AM,Talbot,3,24187,5,22047,,3072,,27259,,25119
12/13/2021 10:00:00 AM,Talbot,22,24209,9,22056,2,3074,24,27283,11,25130
12/14/2021 10:00:00 AM,Talbot,28,24237,16,22072,1,3075,29,27312,17,25147
12/15/2021 10:00:00 AM,Talbot,14,24251,20,22092,2,3077,16,27328,22,25169
12/16/2021 10:00:00 AM,Talbot,31,24282,24,22116,4,3081,35,27363,28,25197
12/17/2021 10:00:00 AM,Talbot,68,24350,23,22139,3,3084,71,27434,26,25223
12/18/2021 10:00:00 AM,Talbot,9,24359,5,22144,,3084,,27443,,25228
12/19/2021 10:00:00 AM,Talbot,9,24368,2,22146,,3084,,27452,,25230
12/20/2021 10:00:00 AM,Talbot,38,24406,12,22158,,3084,,27490,,25242
12/21/2021 10:00:00 AM,Talbot,50,24456,10,22168,1,3085,51,27541,11,25253
12/22/2021 10:00:00 AM,Talbot,31,24487,14,22182,1,3086,32,27573,15,25268
12/23/2021 10:00:00 AM,Talbot,27,24514,20,22202,2,3088,29,27602,22,25290
12/24/2021 10:00:00 AM,Talbot,5,24519,2,22204,,3088,,27607,,25292
12/26/2021 10:00:00 AM,Talbot,8,24527,2,22206,,3088,,27615,,25294
12/27/2021 10:00:00 AM,Talbot,37,24564,12,22218,3,3091,40,27655,15,25309
