VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
12/14/2020 10:00:00 AM,Anne Arundel,2,2,,0,,0,,2,,0
12/15/2020 10:00:00 AM,Anne Arundel,4,6,,0,,0,,6,,0
12/16/2020 10:00:00 AM,Anne Arundel,56,62,,0,,0,,62,,0
12/17/2020 10:00:00 AM,Anne Arundel,106,168,,0,,0,,168,,0
12/18/2020 10:00:00 AM,Anne Arundel,186,354,1,1,,0,,354,,1
12/19/2020 10:00:00 AM,Anne Arundel,42,396,,1,,0,,396,,1
12/20/2020 10:00:00 AM,Anne Arundel,10,406,,1,,0,,406,,1
12/21/2020 10:00:00 AM,Anne Arundel,287,693,,1,,0,,693,,1
12/22/2020 10:00:00 AM,Anne Arundel,412,1105,4,5,,0,,1105,,5
12/23/2020 10:00:00 AM,Anne Arundel,388,1493,1,6,,0,,1493,,6
12/24/2020 10:00:00 AM,Anne Arundel,242,1735,2,8,,0,,1735,,8
12/25/2020 10:00:00 AM,Anne Arundel,31,1766,1,9,,0,,1766,,9
12/26/2020 10:00:00 AM,Anne Arundel,273,2039,1,10,,0,,2039,,10
12/27/2020 10:00:00 AM,Anne Arundel,97,2136,1,11,,0,,2136,,11
12/28/2020 10:00:00 AM,Anne Arundel,757,2893,6,17,,0,,2893,,17
12/29/2020 10:00:00 AM,Anne Arundel,849,3742,2,19,,0,,3742,,19
12/30/2020 10:00:00 AM,Anne Arundel,869,4611,8,27,,0,,4611,,27
12/31/2020 10:00:00 AM,Anne Arundel,593,5204,3,30,,0,,5204,,30
01/01/2021 10:00:00 AM,Anne Arundel,248,5452,9,39,,0,,5452,,39
01/02/2021 10:00:00 AM,Anne Arundel,155,5607,2,41,,0,,5607,,41
01/03/2021 10:00:00 AM,Anne Arundel,208,5815,,41,,0,,5815,,41
01/04/2021 10:00:00 AM,Anne Arundel,1225,7040,19,60,,0,,7040,,60
01/05/2021 10:00:00 AM,Anne Arundel,921,7961,20,80,,0,,7961,,80
01/06/2021 10:00:00 AM,Anne Arundel,1302,9263,73,153,,0,,9263,,153
01/07/2021 10:00:00 AM,Anne Arundel,1458,10721,121,274,,0,,10721,,274
01/08/2021 10:00:00 AM,Anne Arundel,1690,12411,189,463,,0,,12411,,463
01/09/2021 10:00:00 AM,Anne Arundel,328,12739,56,519,,0,,12739,,519
01/10/2021 10:00:00 AM,Anne Arundel,437,13176,19,538,,0,,13176,,538
01/08/2021 10:00:00 AM,,8000,8000,,0,,0,,8000,,0
01/13/2021 10:00:00 AM,,1,8001,,0,,0,,8001,,0
01/26/2021 10:00:00 AM,,1,8002,,0,,0,,8002,,0
02/06/2021 10:00:00 AM,,,8002,8000,8000,,0,,8002,,8000
02/10/2021 10:00:00 AM,,,8002,1,8001,,0,,8002,,8001
02/11/2021 10:00:00 AM,,1,8003,,8001,,0,,8003,,8001
02/13/2021 10:00:00 AM,,1,8004,,8001,,0,,8004,,8001
02/23/2021 10:00:00 AM,,1,8005,1,8002,,0,,8005,,8002
03/08/2021 10:00:00 AM,,1,8006,,8002,,0,,8006,,8002
03/11/2021 10:00:00 AM,,,8006,1,8003,,0,,8006,,8003
03/14/2021 11:00:00 AM,,1,8007,,8003,,0,,8007,,8003
03/15/2021 11:00:00 AM,,,8007,1,8004,,0,,8007,,8004
03/18/2021 11:00:00 AM,,1,8008,,8004,,0,,8008,,8004
03/19/2021 11:00:00 AM,,2,8010,,8004,,0,,8010,,8004
03/22/2021 11:00:00 AM,,1,8011,,8004,,0,,8011,,8004
03/27/2021 11:00:00 AM,,,8011,,8004,1,1,,8012,,8005
03/29/2021 11:00:00 AM,,,8011,1,8005,,1,,8012,,8006
03/30/2021 11:00:00 AM,,2,8013,,8005,,1,,8014,,8006
03/31/2021 11:00:00 AM,,1,8014,,8005,,1,,8015,,8006
04/01/2021 11:00:00 AM,,1,8015,,8005,,1,,8016,,8006
04/02/2021 11:00:00 AM,,1,8016,,8005,,1,,8017,,8006
04/05/2021 11:00:00 AM,,,8016,1,8006,,1,,8017,,8007
04/08/2021 11:00:00 AM,,,8016,1,8007,,1,,8017,,8008
04/09/2021 11:00:00 AM,,,8016,1,8008,,1,,8017,,8009
04/10/2021 11:00:00 AM,,1,8017,,8008,,1,,8018,,8009
04/11/2021 11:00:00 AM,,1,8018,1,8009,1,2,2,8020,2,8011
04/13/2021 11:00:00 AM,,84295,92313,54201,62210,2952,2954,87247,95267,57153,65164
04/14/2021 11:00:00 AM,,559,92872,11,62221,1,2955,560,95827,12,65176
04/15/2021 11:00:00 AM,,623,93495,823,63044,19,2974,642,96469,842,66018
04/16/2021 11:00:00 AM,,782,94277,1017,64061,8,2982,790,97259,1025,67043
04/17/2021 11:00:00 AM,,1136,95413,1177,65238,6,2988,1142,98401,1183,68226
04/19/2021 11:00:00 AM,,1369,96782,2003,67241,9,2997,1378,99779,2012,70238
04/20/2021 11:00:00 AM,,3243,100025,2158,69399,19,3016,3262,103041,2177,72415
04/21/2021 11:00:00 AM,,906,100931,1206,70605,4,3020,910,103951,1210,73625
04/22/2021 11:00:00 AM,,1019,101950,458,71063,,3020,,104970,,74083
04/23/2021 11:00:00 AM,,760,102710,632,71695,1,3021,761,105731,633,74716
04/25/2021 11:00:00 AM,,992,103702,2492,74187,5,3026,997,106728,2497,77213
04/26/2021 11:00:00 AM,,1483,105185,1672,75859,1,3027,1484,108212,1673,78886
04/28/2021 11:00:00 AM,,,105185,3,75862,,3027,,108212,,78889
04/29/2021 11:00:00 AM,,223,105408,866,76728,2,3029,225,108437,868,79757
04/30/2021 11:00:00 AM,,1,105409,1,76729,,3029,,108438,,79758
05/01/2021 11:00:00 AM,,1556,106965,1974,78703,14,3043,1570,110008,1988,81746
05/02/2021 11:00:00 AM,,1071,108036,1875,80578,4,3047,1075,111083,1879,83625
01/11/2021 10:00:00 AM,Anne Arundel,1399,14575,292,830,,0,,14575,,830
01/12/2021 10:00:00 AM,Anne Arundel,1592,16167,397,1227,,0,,16167,,1227
01/13/2021 10:00:00 AM,Anne Arundel,1527,17694,304,1531,,0,,17694,,1531
01/14/2021 10:00:00 AM,Anne Arundel,1416,19110,112,1643,,0,,19110,,1643
01/15/2021 10:00:00 AM,Anne Arundel,1671,20781,115,1758,,0,,20781,,1758
01/16/2021 10:00:00 AM,Anne Arundel,519,21300,134,1892,,0,,21300,,1892
01/17/2021 10:00:00 AM,Anne Arundel,263,21563,145,2037,,0,,21563,,2037
01/18/2021 10:00:00 AM,Anne Arundel,1533,23096,403,2440,,0,,23096,,2440
01/19/2021 10:00:00 AM,Anne Arundel,2168,25264,602,3042,,0,,25264,,3042
01/20/2021 10:00:00 AM,Anne Arundel,2065,27329,500,3542,,0,,27329,,3542
01/21/2021 10:00:00 AM,Anne Arundel,2316,29645,452,3994,,0,,29645,,3994
01/22/2021 10:00:00 AM,Anne Arundel,2136,31781,345,4339,,0,,31781,,4339
01/23/2021 10:00:00 AM,Anne Arundel,661,32442,86,4425,,0,,32442,,4425
01/24/2021 10:00:00 AM,Anne Arundel,526,32968,55,4480,,0,,32968,,4480
01/25/2021 10:00:00 AM,Anne Arundel,1524,34492,932,5412,,0,,34492,,5412
01/26/2021 10:00:00 AM,Anne Arundel,1570,36062,887,6299,,0,,36062,,6299
01/27/2021 10:00:00 AM,Anne Arundel,1888,37950,972,7271,,0,,37950,,7271
01/28/2021 10:00:00 AM,Anne Arundel,1820,39770,811,8082,,0,,39770,,8082
01/29/2021 10:00:00 AM,Anne Arundel,1793,41563,944,9026,,0,,41563,,9026
01/30/2021 10:00:00 AM,Anne Arundel,1129,42692,149,9175,,0,,42692,,9175
01/31/2021 10:00:00 AM,Anne Arundel,399,43091,297,9472,,0,,43091,,9472
02/01/2021 10:00:00 AM,Anne Arundel,760,43851,359,9831,,0,,43851,,9831
02/02/2021 10:00:00 AM,Anne Arundel,1305,45156,1548,11379,,0,,45156,,11379
02/03/2021 10:00:00 AM,Anne Arundel,1525,46681,2115,13494,,0,,46681,,13494
02/04/2021 10:00:00 AM,Anne Arundel,1690,48371,1895,15389,,0,,48371,,15389
02/05/2021 10:00:00 AM,Anne Arundel,1514,49885,1512,16901,,0,,49885,,16901
02/06/2021 10:00:00 AM,Anne Arundel,832,50717,950,17851,,0,,50717,,17851
02/07/2021 10:00:00 AM,Anne Arundel,370,51087,115,17966,,0,,51087,,17966
02/08/2021 10:00:00 AM,Anne Arundel,1314,52401,1278,19244,,0,,52401,,19244
02/09/2021 10:00:00 AM,Anne Arundel,1144,53545,664,19908,,0,,53545,,19908
02/10/2021 10:00:00 AM,Anne Arundel,1634,55179,1815,21723,,0,,55179,,21723
02/11/2021 10:00:00 AM,Anne Arundel,3273,58452,1737,23460,,0,,58452,,23460
02/12/2021 10:00:00 AM,Anne Arundel,2251,60703,1782,25242,,0,,60703,,25242
02/13/2021 10:00:00 AM,Anne Arundel,743,61446,1269,26511,,0,,61446,,26511
02/14/2021 10:00:00 AM,Anne Arundel,863,62309,583,27094,,0,,62309,,27094
02/15/2021 10:00:00 AM,Anne Arundel,1998,64307,588,27682,,0,,64307,,27682
02/16/2021 10:00:00 AM,Anne Arundel,2260,66567,1322,29004,,0,,66567,,29004
02/17/2021 10:00:00 AM,Anne Arundel,3312,69879,2125,31129,,0,,69879,,31129
02/18/2021 10:00:00 AM,Anne Arundel,264,70143,289,31418,,0,,70143,,31418
02/19/2021 10:00:00 AM,Anne Arundel,1521,71664,1048,32466,,0,,71664,,32466
02/20/2021 10:00:00 AM,Anne Arundel,835,72499,1929,34395,,0,,72499,,34395
02/21/2021 10:00:00 AM,Anne Arundel,753,73252,1035,35430,,0,,73252,,35430
02/22/2021 10:00:00 AM,Anne Arundel,675,73927,1500,36930,,0,,73927,,36930
02/23/2021 10:00:00 AM,Anne Arundel,1510,75437,1743,38673,,0,,75437,,38673
02/24/2021 10:00:00 AM,Anne Arundel,1430,76867,1952,40625,,0,,76867,,40625
02/25/2021 10:00:00 AM,Anne Arundel,2407,79274,1720,42345,,0,,79274,,42345
02/26/2021 10:00:00 AM,Anne Arundel,2041,81315,1282,43627,,0,,81315,,43627
02/27/2021 10:00:00 AM,Anne Arundel,1353,82668,525,44152,,0,,82668,,44152
02/28/2021 10:00:00 AM,Anne Arundel,1452,84120,361,44513,,0,,84120,,44513
03/01/2021 10:00:00 AM,Anne Arundel,2238,86358,823,45336,,0,,86358,,45336
03/02/2021 10:00:00 AM,Anne Arundel,2157,88515,1259,46595,5,5,2162,88520,1264,46600
03/03/2021 10:00:00 AM,Anne Arundel,2489,91004,1609,48204,3,8,2492,91012,1612,48212
03/04/2021 10:00:00 AM,Anne Arundel,2854,93858,1606,49810,952,960,3806,94818,2558,50770
03/05/2021 10:00:00 AM,Anne Arundel,2371,96229,2124,51934,528,1488,2899,97717,2652,53422
03/06/2021 10:00:00 AM,Anne Arundel,1428,97657,791,52725,637,2125,2065,99782,1428,54850
03/07/2021 10:00:00 AM,Anne Arundel,1380,99037,573,53298,693,2818,2073,101855,1266,56116
05/03/2021 11:00:00 AM,,403,108439,2166,82744,4,3051,407,111490,2170,85795
05/04/2021 11:00:00 AM,,28,108467,25,82769,,3051,,111518,,85820
05/05/2021 11:00:00 AM,,365,108832,815,83584,,3051,,111883,,86635
05/06/2021 11:00:00 AM,,276,109108,880,84464,3,3054,279,112162,883,87518
05/07/2021 11:00:00 AM,,274,109382,966,85430,8,3062,282,112444,974,88492
05/08/2021 11:00:00 AM,,297,109679,1312,86742,6,3068,303,112747,1318,89810
05/10/2021 11:00:00 AM,,338,110017,1712,88454,1,3069,339,113086,1713,91523
05/11/2021 11:00:00 AM,,19,110036,13,88467,,3069,,113105,,91536
05/12/2021 11:00:00 AM,,244,110280,1124,89591,,3069,,113349,,92660
05/14/2021 11:00:00 AM,,290,110570,1024,90615,2,3071,292,113641,1026,93686
05/15/2021 11:00:00 AM,,611,111181,1701,92316,4,3075,615,114256,1705,95391
05/17/2021 11:00:00 AM,,565,111746,2505,94821,11,3086,576,114832,2516,97907
05/18/2021 11:00:00 AM,,164,111910,61,94882,2,3088,166,114998,63,97970
05/20/2021 11:00:00 AM,,885,112795,1025,95907,,3088,,115883,,98995
05/21/2021 11:00:00 AM,,,112795,1,95908,,3088,,115883,,98996
05/22/2021 11:00:00 AM,,911,113706,1359,97267,9,3097,920,116803,1368,100364
05/24/2021 11:00:00 AM,,514,114220,1032,98299,8,3105,522,117325,1040,101404
05/25/2021 11:00:00 AM,,5,114225,1,98300,2,3107,7,117332,3,101407
05/27/2021 11:00:00 AM,,425,114650,674,98974,1,3108,426,117758,675,102082
05/28/2021 11:00:00 AM,,419,115069,342,99316,,3108,,118177,,102424
05/29/2021 11:00:00 AM,,267,115336,344,99660,10,3118,277,118454,354,102778
05/31/2021 11:00:00 AM,,214,115550,243,99903,3,3121,217,118671,246,103024
06/01/2021 11:00:00 AM,,30,115580,48,99951,,3121,,118701,,103072
06/02/2021 11:00:00 AM,,1,115581,,99951,,3121,,118702,,103072
06/16/2021 11:00:00 AM,,2042,117623,3555,103506,37,3158,2079,120781,3592,106664
06/17/2021 11:00:00 AM,,22,117645,95,103601,,3158,,120803,,106759
06/18/2021 11:00:00 AM,,269,117914,457,104058,4,3162,273,121076,461,107220
06/19/2021 11:00:00 AM,,166,118080,338,104396,1,3163,167,121243,339,107559
06/20/2021 11:00:00 AM,,161,118241,284,104680,1,3164,162,121405,285,107844
06/21/2021 11:00:00 AM,,56,118297,120,104800,1,3165,57,121462,121,107965
06/22/2021 11:00:00 AM,,15,118312,8,104808,2,3167,17,121479,10,107975
06/23/2021 11:00:00 AM,,2,118314,3,104811,,3167,,121481,,107978
06/24/2021 11:00:00 AM,,304,118618,355,105166,5,3172,309,121790,360,108338
06/25/2021 11:00:00 AM,,124,118742,209,105375,1,3173,125,121915,210,108548
06/27/2021 11:00:00 AM,,124,118866,173,105548,2,3175,126,122041,175,108723
06/28/2021 11:00:00 AM,,146,119012,186,105734,4,3179,150,122191,190,108913
06/29/2021 11:00:00 AM,,2,119014,2,105736,1,3180,3,122194,3,108916
06/30/2021 11:00:00 AM,,1,119015,,105736,,3180,,122195,,108916
07/01/2021 11:00:00 AM,,313,119328,340,106076,8,3188,321,122516,348,109264
07/02/2021 11:00:00 AM,,209,119537,249,106325,6,3194,215,122731,255,109519
07/03/2021 11:00:00 AM,,97,119634,123,106448,4,3198,101,122832,127,109646
07/04/2021 11:00:00 AM,,75,119709,98,106546,6,3204,81,122913,104,109750
03/08/2021 10:00:00 AM,Anne Arundel,2260,101297,1320,54618,866,3684,3126,104981,2186,58302
03/09/2021 10:00:00 AM,Anne Arundel,2380,103677,1805,56423,1805,5489,4185,109166,3610,61912
03/10/2021 10:00:00 AM,Anne Arundel,3193,106870,2381,58804,825,6314,4018,113184,3206,65118
03/11/2021 10:00:00 AM,Anne Arundel,3711,110581,2419,61223,328,6642,4039,117223,2747,67865
03/12/2021 10:00:00 AM,Anne Arundel,2779,113360,2001,63224,182,6824,2961,120184,2183,70048
03/13/2021 10:00:00 AM,Anne Arundel,2090,115450,866,64090,77,6901,2167,122351,943,70991
03/14/2021 11:00:00 AM,Anne Arundel,1913,117363,860,64950,33,6934,1946,124297,893,71884
03/15/2021 11:00:00 AM,Anne Arundel,3003,120366,1621,66571,70,7004,3073,127370,1691,73575
03/16/2021 11:00:00 AM,Anne Arundel,4048,124414,1552,68123,48,7052,4096,131466,1600,75175
03/17/2021 11:00:00 AM,Anne Arundel,3812,128226,1418,69541,41,7093,3853,135319,1459,76634
03/18/2021 11:00:00 AM,Anne Arundel,4011,132237,1694,71235,57,7150,4068,139387,1751,78385
03/19/2021 11:00:00 AM,Anne Arundel,2843,135080,1723,72958,92,7242,2935,142322,1815,80200
03/20/2021 11:00:00 AM,Anne Arundel,2107,137187,966,73924,46,7288,2153,144475,1012,81212
03/21/2021 11:00:00 AM,Anne Arundel,1815,139002,824,74748,15,7303,1830,146305,839,82051
03/22/2021 11:00:00 AM,Anne Arundel,3619,142621,904,75652,72,7375,3691,149996,976,83027
03/23/2021 11:00:00 AM,Anne Arundel,3600,146221,1533,77185,113,7488,3713,153709,1646,84673
03/24/2021 11:00:00 AM,Anne Arundel,4097,150318,1735,78920,233,7721,4330,158039,1968,86641
03/25/2021 11:00:00 AM,Anne Arundel,4102,154420,2499,81419,110,7831,4212,162251,2609,89250
03/26/2021 11:00:00 AM,Anne Arundel,3617,158037,2000,83419,96,7927,3713,165964,2096,91346
03/27/2021 11:00:00 AM,Anne Arundel,1792,159829,1305,84724,149,8076,1941,167905,1454,92800
03/28/2021 11:00:00 AM,Anne Arundel,1487,161316,1313,86037,21,8097,1508,169413,1334,94134
03/29/2021 11:00:00 AM,Anne Arundel,2535,163851,2275,88312,134,8231,2669,172082,2409,96543
03/30/2021 11:00:00 AM,Anne Arundel,3230,167081,2222,90534,142,8373,3372,175454,2364,98907
03/31/2021 11:00:00 AM,Anne Arundel,3673,170754,3579,94113,243,8616,3916,179370,3822,102729
04/01/2021 11:00:00 AM,Anne Arundel,3645,174399,3548,97661,431,9047,4076,183446,3979,106708
04/02/2021 11:00:00 AM,Anne Arundel,3306,177705,2787,100448,314,9361,3620,187066,3101,109809
04/03/2021 11:00:00 AM,Anne Arundel,2249,179954,1765,102213,210,9571,2459,189525,1975,111784
04/04/2021 11:00:00 AM,Anne Arundel,810,180764,1292,103505,58,9629,868,190393,1350,113134
07/05/2021 11:00:00 AM,,8,119717,8,106554,,3204,,122921,,109758
07/06/2021 11:00:00 AM,,18,119735,22,106576,4,3208,22,122943,26,109784
07/08/2021 11:00:00 AM,,105,119840,155,106731,5,3213,110,123053,160,109944
07/09/2021 11:00:00 AM,,136,119976,203,106934,9,3222,145,123198,212,110156
07/10/2021 11:00:00 AM,,130,120106,140,107074,4,3226,134,123332,144,110300
07/11/2021 11:00:00 AM,,145,120251,137,107211,4,3230,149,123481,141,110441
07/13/2021 11:00:00 AM,,3,120254,2,107213,,3230,,123484,,110443
07/14/2021 11:00:00 AM,,57,120311,57,107270,3,3233,60,123544,60,110503
07/15/2021 11:00:00 AM,,56,120367,90,107360,4,3237,60,123604,94,110597
07/16/2021 11:00:00 AM,,1012,121379,526,107886,24,3261,1036,124640,550,111147
07/17/2021 11:00:00 AM,,86,121465,116,108002,4,3265,90,124730,120,111267
07/18/2021 11:00:00 AM,,152,121617,219,108221,10,3275,162,124892,229,111496
07/19/2021 11:00:00 AM,,11,121628,10,108231,5,3280,16,124908,15,111511
07/20/2021 11:00:00 AM,,1,121629,,108231,,3280,,124909,,111511
07/21/2021 11:00:00 AM,,4,121633,3,108234,,3280,,124913,,111514
07/22/2021 11:00:00 AM,,27,121660,35,108269,,3280,,124940,,111549
07/23/2021 11:00:00 AM,,12,121672,13,108282,,3280,,124952,,111562
07/25/2021 11:00:00 AM,,19,121691,7,108289,,3280,,124971,,111569
07/28/2021 11:00:00 AM,,,121691,2,108291,,3280,,124971,,111571
07/29/2021 11:00:00 AM,,33,121724,11,108302,,3280,,125004,,111582
07/30/2021 11:00:00 AM,,3,121727,2,108304,,3280,,125007,,111584
07/31/2021 11:00:00 AM,,61,121788,24,108328,3,3283,64,125071,27,111611
08/01/2021 11:00:00 AM,,1,121789,,108328,,3283,,125072,,111611
08/03/2021 11:00:00 AM,,4,121793,,108328,,3283,,125076,,111611
08/05/2021 11:00:00 AM,,35,121828,15,108343,,3283,,125111,,111626
08/06/2021 11:00:00 AM,,,121828,30,108373,,3283,,125111,,111656
08/07/2021 11:00:00 AM,,,121828,15,108388,,3283,,125111,,111671
08/08/2021 11:00:00 AM,,69,121897,26,108414,,3283,,125180,,111697
08/10/2021 11:00:00 AM,,2,121899,3,108417,,3283,,125182,,111700
08/11/2021 11:00:00 AM,,3,121902,,108417,1,3284,4,125186,,111701
08/12/2021 11:00:00 AM,,1948,123850,201,108618,,3284,,127134,,111902
08/13/2021 11:00:00 AM,,7,123857,5,108623,,3284,,127141,,111907
08/14/2021 11:00:00 AM,,38,123895,17,108640,,3284,,127179,,111924
08/17/2021 11:00:00 AM,,9,123904,1,108641,,3284,,127188,,111925
08/18/2021 11:00:00 AM,,1,123905,,108641,,3284,,127189,,111925
08/19/2021 11:00:00 AM,,25,123930,24,108665,1,3285,26,127215,25,111950
08/20/2021 11:00:00 AM,,21,123951,9,108674,4,3289,25,127240,13,111963
08/21/2021 11:00:00 AM,,72,124023,44,108718,,3289,,127312,,112007
08/22/2021 11:00:00 AM,,6,124029,3,108721,,3289,,127318,,112010
08/23/2021 11:00:00 AM,,1,124030,,108721,,3289,,127319,,112010
08/24/2021 11:00:00 AM,,,124030,1,108722,,3289,,127319,,112011
08/27/2021 11:00:00 AM,,28,124058,36,108758,,3289,,127347,,112047
08/28/2021 11:00:00 AM,,2162,126220,1759,110517,85,3374,2247,129594,1844,113891
04/05/2021 11:00:00 AM,Anne Arundel,2863,183627,2666,106171,484,10113,3347,193740,3150,116284
04/06/2021 11:00:00 AM,Anne Arundel,3169,186796,2994,109165,626,10739,3795,197535,3620,119904
04/07/2021 11:00:00 AM,Anne Arundel,3069,189865,3452,112617,791,11530,3860,201395,4243,124147
04/08/2021 11:00:00 AM,Anne Arundel,4335,194200,4292,116909,775,12305,5110,206505,5067,129214
04/09/2021 11:00:00 AM,Anne Arundel,3217,197417,2740,119649,1108,13413,4325,210830,3848,133062
04/10/2021 11:00:00 AM,Anne Arundel,1805,199222,2291,121940,599,14012,2404,213234,2890,135952
04/11/2021 11:00:00 AM,Anne Arundel,1599,200821,1308,123248,389,14401,1988,215222,1697,137649
04/12/2021 11:00:00 AM,Anne Arundel,2477,203298,3305,126553,881,15282,3358,218580,4186,141835
04/13/2021 11:00:00 AM,Anne Arundel,3027,206325,4280,130833,21,15303,3048,221628,4301,146136
04/14/2021 11:00:00 AM,Anne Arundel,3035,209360,3513,134346,4,15307,3039,224667,3517,149653
04/15/2021 11:00:00 AM,Anne Arundel,3545,212905,3714,138060,1,15308,3546,228213,3715,153368
04/16/2021 11:00:00 AM,Anne Arundel,3660,216565,2780,140840,1,15309,3661,231874,2781,156149
04/17/2021 11:00:00 AM,Anne Arundel,2855,219420,1547,142387,,15309,,234729,,157696
04/18/2021 11:00:00 AM,Anne Arundel,2729,222149,1465,143852,,15309,,237458,,159161
04/19/2021 11:00:00 AM,Anne Arundel,3122,225271,2961,146813,1,15310,3123,240581,2962,162123
04/20/2021 11:00:00 AM,Anne Arundel,2793,228064,3766,150579,,15310,,243374,,165889
04/21/2021 11:00:00 AM,Anne Arundel,3938,232002,5012,155591,3,15313,3941,247315,5015,170904
04/22/2021 11:00:00 AM,Anne Arundel,3423,235425,4441,160032,2,15315,3425,250740,4443,175347
04/23/2021 11:00:00 AM,Anne Arundel,3072,238497,4116,164148,,15315,,253812,,179463
04/24/2021 11:00:00 AM,Anne Arundel,1768,240265,2526,166674,9,15324,1777,255589,2535,181998
04/25/2021 11:00:00 AM,Anne Arundel,1861,242126,842,167516,4,15328,1865,257454,846,182844
04/26/2021 11:00:00 AM,Anne Arundel,2587,244713,3210,170726,28,15356,2615,260069,3238,186082
04/27/2021 11:00:00 AM,Anne Arundel,2197,246910,2853,173579,129,15485,2326,262395,2982,189064
04/28/2021 11:00:00 AM,Anne Arundel,3112,250022,2323,175902,168,15653,3280,265675,2491,191555
04/29/2021 11:00:00 AM,Anne Arundel,2780,252802,2241,178143,148,15801,2928,268603,2389,193944
04/30/2021 11:00:00 AM,Anne Arundel,2725,255527,2317,180460,145,15946,2870,271473,2462,196406
05/01/2021 11:00:00 AM,Anne Arundel,2183,257710,2229,182689,101,16047,2284,273757,2330,198736
05/02/2021 11:00:00 AM,Anne Arundel,1082,258792,1534,184223,68,16115,1150,274907,1602,200338
08/29/2021 11:00:00 AM,,315,126535,245,110762,530,3904,845,130439,775,114666
08/30/2021 11:00:00 AM,,3,126538,10,110772,671,4575,674,131113,681,115347
08/31/2021 11:00:00 AM,,9,126547,8,110780,629,5204,638,131751,637,115984
09/01/2021 11:00:00 AM,,129,126676,119,110899,523,5727,652,132403,642,116626
09/02/2021 11:00:00 AM,,183,126859,161,111060,384,6111,567,132970,545,117171
09/03/2021 11:00:00 AM,,273,127132,166,111226,686,6797,959,133929,852,118023
09/04/2021 11:00:00 AM,,229,127361,195,111421,735,7532,964,134893,930,118953
09/07/2021 11:00:00 AM,,338,127699,237,111658,2008,9540,2346,137239,2245,121198
09/09/2021 11:00:00 AM,,18,127717,35,111693,,9540,,137257,,121233
09/10/2021 11:00:00 AM,,818,128535,477,112170,1325,10865,2143,139400,1802,123035
09/11/2021 11:00:00 AM,,422,128957,251,112421,417,11282,839,140239,668,123703
09/12/2021 11:00:00 AM,,414,129371,299,112720,352,11634,766,141005,651,124354
09/13/2021 11:00:00 AM,,199,129570,87,112807,95,11729,294,141299,182,124536
09/14/2021 11:00:00 AM,,184,129754,59,112866,100,11829,284,141583,159,124695
09/15/2021 11:00:00 AM,,320,130074,163,113029,44,11873,364,141947,207,124902
09/16/2021 11:00:00 AM,,338,130412,207,113236,44,11917,382,142329,251,125153
09/17/2021 11:00:00 AM,,375,130787,277,113513,4,11921,379,142708,281,125434
09/18/2021 11:00:00 AM,,373,131160,234,113747,54,11975,427,143135,288,125722
09/19/2021 11:00:00 AM,,420,131580,329,114076,8,11983,428,143563,337,126059
09/20/2021 11:00:00 AM,,25,131605,18,114094,171,12154,196,143759,189,126248
09/21/2021 11:00:00 AM,,13,131618,5,114099,63,12217,76,143835,68,126316
09/22/2021 11:00:00 AM,,279,131897,182,114281,186,12403,465,144300,368,126684
09/23/2021 11:00:00 AM,,341,132238,224,114505,247,12650,588,144888,471,127155
09/24/2021 11:00:00 AM,,360,132598,316,114821,148,12798,508,145396,464,127619
09/25/2021 11:00:00 AM,,396,132994,287,115108,316,13114,712,146108,603,128222
09/26/2021 11:00:00 AM,,244,133238,242,115350,367,13481,611,146719,609,128831
09/27/2021 11:00:00 AM,,7,133245,9,115359,273,13754,280,146999,282,129113
09/29/2021 11:00:00 AM,,253,133498,211,115570,655,14409,908,147907,866,129979
09/30/2021 11:00:00 AM,,311,133809,222,115792,545,14954,856,148763,767,130746
10/01/2021 11:00:00 AM,,238,134047,276,116068,494,15448,732,149495,770,131516
10/02/2021 11:00:00 AM,,22,134069,22,116090,88,15536,110,149605,110,131626
10/03/2021 11:00:00 AM,,,134069,1,116091,1,15537,,149606,2,131628
10/05/2021 11:00:00 AM,,,134069,1,116092,,15537,,149606,,131629
10/06/2021 11:00:00 AM,,,134069,8,116100,9,15546,,149615,17,131646
10/07/2021 11:00:00 AM,,18,134087,26,116126,87,15633,105,149720,113,131759
10/08/2021 11:00:00 AM,,7,134094,6,116132,20,15653,27,149747,26,131785
10/09/2021 11:00:00 AM,,21,134115,32,116164,154,15807,175,149922,186,131971
10/10/2021 11:00:00 AM,,2,134117,1,116165,16,15823,18,149940,17,131988
10/14/2021 11:00:00 AM,,1364,135481,2089,118254,158,15981,1522,151462,2247,134235
10/15/2021 11:00:00 AM,,371,135852,606,118860,23,16004,394,151856,629,134864
10/16/2021 11:00:00 AM,,206,136058,253,119113,156,16160,362,152218,409,135273
10/17/2021 11:00:00 AM,,278,136336,290,119403,12,16172,290,152508,302,135575
05/03/2021 11:00:00 AM,Anne Arundel,1271,260063,2122,186345,198,16313,1469,276376,2320,202658
05/04/2021 11:00:00 AM,Anne Arundel,1251,261314,2437,188782,204,16517,1455,277831,2641,205299
05/05/2021 11:00:00 AM,Anne Arundel,2167,263481,3246,192028,169,16686,2336,280167,3415,208714
